"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIslandGroup","IslandGroup","verbatimIsland","Island"
"Mammals","47582","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47607","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54507","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47633","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47665","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","53668","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47664","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47612","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47611","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47634","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47609","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47598","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47621","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47618","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47589","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47603","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47602","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47601","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47600","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47599","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47610","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54518","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47586","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54508","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54509","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54510","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54512","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54513","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54520","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54511","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54517","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47613","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54519","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54514","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","44942","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","44943","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","44941","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","44939","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","44940","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","44944","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54515","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47604","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47631","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47630","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47629","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47628","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47627","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47626","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47625","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47624","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54506","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47622","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47746","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47773","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47605","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47749","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47617","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47616","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47615","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47614","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47632","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47623","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47641","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47642","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47262","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47259","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47260","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45148","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45151","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45149","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45147","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47584","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45146","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47748","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45100","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45099","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47261","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45322","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47644","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47645","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47646","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45329","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45320","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45098","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45323","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47661","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45324","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45321","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45150","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47649","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47660","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47263","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45325","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45319","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47654","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47655","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47656","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47657","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47658","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47659","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47650","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47257","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47255","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47247","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47248","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45318","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45315","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47268","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47254","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47264","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47265","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47258","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47267","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47253","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45317","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47256","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45316","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47252","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47251","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47250","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47249","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45314","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45101","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47266","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47760","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47768","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47769","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47770","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47771","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47772","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47592","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47643","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47765","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47662","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47636","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47637","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47638","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","54516","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47747","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47635","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45326","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47750","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47751","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47752","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47753","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47754","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47755","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47767","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47663","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47766","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47758","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47761","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47762","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47763","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47764","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47759","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47756","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45331","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45330","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45117","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45121","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45327","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47593","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47757","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45122","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45120","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45118","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45119","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","52709","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","52710","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47594","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47640","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","52708","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47639","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47647","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47595","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45328","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47648","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47652","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","47651","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","52711","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","52707","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45010","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","45011","Colombia","Colombia","Guajira","La Guajira",,,,,,
"Mammals","40361","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32292","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32296","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32297","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32294","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32293","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32295","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","32298","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","62533","Colombia","Colombia","Narino","Nariño",,,,,,
"Mammals","53034","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53058","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53030","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53041","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53031","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53039","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53038","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53037","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53044","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53035","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53045","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53033","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53098","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53042","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53151","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53061","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53060","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53036","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53051","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53016","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53015","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53014","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53013","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53012","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53011","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53010","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53043","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53040","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53057","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53050","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53172","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53049","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53164","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53048","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53047","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53046","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53020","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53165","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53059","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53184","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53144","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53145","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53146","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53147","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53148","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53161","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53150","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53183","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53152","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53096","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53159","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53158","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53157","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53156","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53155","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53149","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53163","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53174","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53056","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53055","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53097","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53065","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52830","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53095","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53160","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53162","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53154","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53176","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53017","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53178","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53078","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53180","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53181","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53182","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53094","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52956","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53087","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53373","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53372","Colombia","Colombia","Unknown",,,,,,,
"Mammals","54028","Colombia","Colombia","Unknown",,,,,,,
"Mammals","55192","Colombia","Colombia","Unknown",,,,,,,
"Mammals","55193","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52691","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52982","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53171","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52983","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53063","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53053","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53073","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53072","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53071","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53070","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52980","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52724","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52899","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52817","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52816","Colombia","Colombia","Unknown",,,,,,,
"Mammals","55200","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53092","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53091","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53090","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53143","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52981","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53173","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52946","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52885","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52884","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52883","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52882","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52881","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52985","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52984","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53153","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53026","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53082","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53081","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53080","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53079","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53077","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53018","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53029","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52948","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53027","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53052","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53025","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53024","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53023","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53022","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53021","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53054","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53019","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53028","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53064","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53032","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52945","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52964","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52954","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53069","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53068","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53067","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53083","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53075","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53084","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53076","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53062","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53093","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53089","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53088","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53074","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53086","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52947","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53066","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53005","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52993","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52974","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52979","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52978","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52977","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52919","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52967","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52966","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52976","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52996","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52921","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53006","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52856","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53004","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53003","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53002","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53001","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53000","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52999","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52986","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52997","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52987","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52995","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52958","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53185","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52853","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52833","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52843","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52863","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52874","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52873","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52872","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52871","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52870","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52869","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52868","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52865","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52866","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52992","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52864","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52854","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52862","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52861","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52880","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52879","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52920","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52832","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52859","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52858","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52857","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52867","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52975","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52994","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52952","Colombia","Colombia","Unknown",,,,,,,
"Mammals","53008","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52962","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52961","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52960","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52959","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52957","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52955","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52942","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52922","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52943","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52923","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52988","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52973","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52972","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52971","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52970","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52969","Colombia","Colombia","Unknown",,,,,,,
"Mammals","52968","Colombia","Colombia","Unknown",,,,,,,
